관광지명,도로명주소,lat,lng,분류,Unnamed: 0
퍼스트가든,경기도 파주시 탑삭골길 260,37.732282669,126.7931712695,자연,
한탄강주상절리둘레길,경기도 포천시 영북면 소회산길 366,38.0952344989,127.2338389471,자연,
광명누리길,경기도 광명시 노온사동 469-19 구름산,37.4395518858,126.8629352273,자연,
두물머리물래길,경기도 양평군 양서면 목왕로 55-10,37.5457524076,127.3288469958,자연,
서오릉나들길,경기도 고양시 덕양구 서오릉로 334-92,37.6258080614,126.8985856044,자연,
안양순대곱창골목,경기도 안양시 만안구 냉천로 196,37.3975739203,126.91966583,자연,
강천섬캠핑장,경기도 여주시 강천면 강천리길 76-14,37.237041008,127.7086378671,자연,
심곡천,경기도 부천시 심곡동 193,37.4919305475,126.782599051,자연,
시흥오이도선사유적공원,경기도 시흥시 서해안로 113-27,37.3430402464,126.6961663121,자연,
의정부소풍길,경기도 의정부시 민락동 산100-14,37.7371525288,127.0996755295,자연,
용설저수지 수변산책로,경기도 안성시 죽산면 용설리 산100-1,37.0529653547,127.4441118268,자연,
유니온 타워,경기도 하남시 미사대로 710,37.5475439956,127.2193722539,자연,
양평 더그림,경기도 양평군 옥천면 사나사길 175,37.5291471499,127.4970686978,자연,
파주 벽초지수목원,경기도 파주시 광탄면 부흥로 242,37.8013847295,126.8742192975,자연,
파주 벽초지수목원,경기도 파주시 광탄면 부흥로 242,37.8013847295,126.8742192975,자연,
가평 아침고요수목원,경기도 가평군 상면 수목원로 432,37.7439537969,127.3525341486,자연,
가평 아침고요수목원,경기도 가평군 상면 수목원로 432,37.7439537969,127.3525341486,자연,
가평 아침고요수목원,경기도 가평군 상면 수목원로 432,37.7439537969,127.3525341486,자연,
광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,37.3407703838,127.2894273131,자연,
광주 화담숲,경기도 광주시 도척면 도척윗로 278-1,37.3407703838,127.2894273131,자연,
양평 더그림,경기도 양평군 옥천면 사나사길 175,37.5291471499,127.4970686978,자연,
안양예술공원,경기도 안양시 만안구 석수동 240-18,37.4190630619,126.9197712709,자연,
안양예술공원,경기도 안양시 만안구 석수동 240-18,37.4190630619,126.9197712709,자연,
안양예술공원,경기도 안양시 만안구 석수동 240-18,37.4190630619,126.9197712709,자연,
안산갈대습지공원,경기도 안산시 상록구 해안로 820-96,37.2753026404,126.839020466,자연,
양동레포츠공원,경기도 양평군 양동면 원양2로 832,37.4065666672,127.7542707352,자연,
개군레포츠공원,경기도 양평군 개군면 자진개1길 84,37.4352206479,127.530158381,자연,
강하체육공원,경기도 양평군 강하면 운심길 77,37.4966745867,127.4123922771,자연,
용문산관광단지,경기도 양평군 용문면 신점리 526-2,37.5449958147,127.5829732682,자연,
안성맞춤가족공원,경기도 안성시 공도읍 대림동산길 36,37.0138222218,127.2027318269,자연,
에어드리공원,경기도 과천시 중앙로 24,37.418745697,126.9897163363,자연,
태산패밀리파크,경기도 김포시 하성면 하성로 585,37.7243692943,126.6301183489,자연,
걸포중앙공원,경기도 김포시 걸포1로 60-42,37.6341656663,126.7094967857,자연,
구리한강시민공원,경기도 구리시 왕숙천로 49,37.5888683545,127.1600568701,자연,
장자호수공원,경기도 구리시 토평동 878,37.5730874545,127.1353693434,자연,
팽성레포츠공원,경기도 평택시 팽성읍 안정로 238-31,36.969040781,127.0658693369,자연,
부천백만송이장미원,경기도 부천시 성곡로63번길 99 도당공원,37.5170542166,126.7931921792,자연,
율동공원,경기도 성남시 분당구 문정로 145,37.3807921772,127.152097499,자연,
일산호수공원,경기도 고양시 일산동구 호수로 595,37.6549538763,126.7687601052,자연,
렛츠런파크서울,경기도 과천시 경마공원대로 107,37.4430912297,127.0175191267,자연,
의왕자연학습공원,경기도 의왕시 왕송못동로 307,37.307108967,126.9531542268,자연,
성남시립식물원(은행식물원),경기도 성남시 중원구 은행로 72,37.4529924782,127.1678183835,자연,
일영허브랜드,경기도 양주시 장흥면 일영로 346-26,37.6754708208,126.9237451527,자연,
허브와풍뎅이,경기도 안성시 죽산면 용설호수길 245-7,37.0493906519,127.4422954946,자연,
풀향기허브나라,경기도 양평군 용문면 용문산로 120-7,37.5077555168,127.6057920663,자연,
서울대관악수목원,경기도 안양시 만안구 예술공원로 280,37.4191325294,126.9359879027,자연,
율봄식물원,경기도 광주시 태허정로 267-54,37.471490973,127.2713962374,자연,
선인장전시관,경기도 고양시 일산동구 호수로 595,37.6549538763,126.7687601052,자연,
벽초지문화수목원,경기도 파주시 광탄면 부흥로 242,37.8013847295,126.8742192975,자연,
안성허브마을,경기도 안성시 삼죽면 국사봉로 641-12,37.0653747712,127.3584474992,자연,
도당공원,경기도 부천시 원미구 소사로593번길 124,37.5121801215,126.7898575225,자연,
허브힐,경기도 양주시 남면 양연로 305,37.9352898917,127.0003909002,자연,
국립수목원,경기도 포천시 소흘읍 광릉수목원로 415,37.7562444914,127.1656611245,자연,
맑음터공원,경기도 오산시 오산천로 52,37.1381716074,127.0645015893,자연,
허브아일랜드,경기도 포천시 신북면 청신로 947번길 35,37.9659224212,127.1317087763,자연,
허브앤조이,경기도 의왕시 한직골남로 10,37.3879140576,126.9991546216,자연,
화성 우리꽃식물원,경기도 화성시 팔탈면 3.1만세로 777-17,37.1159764945,126.8816721945,자연,
유명산자생식물원,경기도 가평군 설악면 유명산길 79-53,37.5929359062,127.4910626007,자연,
대성리국민관광지,경기도 가평군 청평면 대성강변길 44,37.6800798823,127.3794929393,자연,
신흥레저타운,경기도 양주시 장흥면 유원지로 406-9,37.7164356914,126.9500915246,자연,
깊이울유원지캠핑장,경기도 포천시 신북면 깊이울로 71,37.9280667657,127.1806099538,자연,
수동국민관광지,경기도 남양주시 수동면 내방2리 211,37.7471523394,127.2813198723,자연,
백운봉,경기도 양평군 용문면 연수리1,37.4993352946,127.5790803015,자연,
부용산,경기도 의정부시 고산동 산57-1,37.7352946186,127.1020100754,자연,
백운계곡,경기도 포천시 이동면 포화로 236-24,38.072257895,127.4104788854,자연,
장림계곡,경기도 동두천시 불현동 885-3,37.8806407643,127.0950889517,자연,
설마계곡,경기도 파주시 적성면 설마천로 144,37.9310736996,126.946425571,자연,
조무락계곡,경기도 가평군 북면 적목리 65,37.9869921978,127.4523893667,자연,
피아노폭포,경기도 남양주시 화도읍 폭포로 562,37.6315567826,127.3470474426,자연,
열두개울,경기도 연천군 청산면 청신로 345,37.9880952675,127.0937329821,자연,
석산계곡,경기도 양평군 단월면 석산리 230-5,37.639960216,127.6024314971,자연,
중원계곡,경기도 양평군 용문면 중원리706,37.5397712367,127.6166278022,자연,
포천아트밸리,경기도 포천시 신북면 아트밸리로 234,37.9234463151,127.2364959881,자연,
설봉산삼형제바위,경기도 이천시 관고동 산66-1,37.2806909422,127.4148011852,자연,
국망봉자연휴양림,경기도 포천시 이동면 늠바위길 207-28,38.0289215902,127.3962659321,자연,
세종문화회관,서울 종로구 세종대로 175  (세종문화회관) ,37.5718478584908,126.976168275947,명소,
명동실탄사격장,서울 중구 명동8가길 27 선샤인빌딩3층,37.5620005331406,126.986563787577,명소,
서울랜드 ,"경기 과천시 광명로 181 (막계동, 서울랜드) ",37.4365474290339,127.02404491326,명소,
예지원,서울특별시 중구 장충단로 72 (장충동2가) ,37.5516383586201,127.002523184791,명소,
DMC 홍보관,서울특별시 마포구 월드컵북로 366 (상암동) ,37.5776946420349,126.89211485663,명소,
KBS 온(ON),서울 영등포구 여의공원로 13 (한국방송공사) ,37.5259698897016,126.916716838156,명소,
서울김치문화체험관,서울 중구 명동8가길 47 (충무로2가) 동양빌딩 2층,37.5619544329506,126.987672198937,명소,
뚝섬 한강공원 수영장,서울특별시 광진구 동일로4길 56-10 (자양동) ,37.5353653711531,127.064202994233,명소,
국립국악원,"서울 서초구 남부순환로 2364 (서초동, 국립국악원) ",37.4777188083482,127.009818464555,명소,
강변스파랜드 (Riverside Spa Land),"서울 광진구 구의강변로 45 (구의동, 구의동 복합빌딩) 지하 2층",37.5348853120226,127.09130727989,명소,
스파레이,"서울 서초구 강남대로107길 5 (잠원동, 크레신사옥) ",37.517885216512,127.018240392117,명소,
MBK 엔터테인먼트,"서울 강남구 학동로 342 (논현동, 에스케이 허브블루) 209",37.5348146214224,126.911584379863,명소,
서울마리나 요트&클럽,서울 영등포구 여의서로 160 (여의도동) ,37.5484975164949,126.920120953258,명소,
롤링홀,서울 마포구 어울마당로 35 (서교동) ,37.5263478340955,126.933595205135,명소,
영화 '괴물' 조형물,"서울 영등포구 여의동로 330 (여의도동, 한강사업본부 여의도안내센터) ",37.4982125677913,126.867088741096,명소,
고척 스카이돔,"서울 구로구 경인로 430 (고척동, 고척스카이돔) ",37.5790373930681,126.986039625428,명소,
한류관광지, ,37.5823064951822,126.987062016756,명소,
우리집 게스트하우스,서울특별시 종로구 계동길 33-13 ,37.5789521976066,126.984201241603,명소,
나전과 옻칠　　,서울 종로구 계동4길 3 (계동) ,37.5828443672516,126.983305229567,명소,
옻칠 공방　,서울 종로구 북촌로5길 19-12 (재동) ,37.5681732680976,126.969976113229,명소,
국악사랑,서울 종로구 북촌로11길 35-16 ,37.5575055053737,127.007952910656,명소,
쇼비보이,서울 중구 정동길 3  ,37.577277847903,126.990670774537,명소,
영빈관(신라호텔),"서울 중구 동호로 249 (장충동2가, 신라호텔) ",37.5540613957287,126.929516828819,명소,
서울돈화문국악당,"서울 종로구 율곡로 102 (와룡동, 서울돈화문국악당) ",37.5449343268228,127.05052559821,명소,
테이블에이,"서울 마포구 와우산로 146 (창전동, 그레이스빌딩) ",37.5572467836494,126.924986220455,명소,
스페이스 와디즈,서울 성동구 연무장1길 7-1 (성수동2가) ,37.5409328113161,126.993591556374,명소,
인디스페이스,"서울 마포구 양화로 176 (동교동, 동교동 스타피카소) 8층",37.5813191962491,126.966818545949,명소,
그래픽,서울 용산구 회나무로39길 33 (이태원동) ,37.4981079801273,127.03793959219,명소,
박노수미술관,"서울 종로구 옥인1길 34 (옥인동, 박노수 가옥) ",37.5554550838837,126.975500115744,명소,
네츄럴 타이(Natural thai),"서울 강남구 논현로 425 (역삼동, 마이다스빌딩) 마이다스 빌딩 2층",37.5802902206938,126.986002145106,명소,
세븐럭 카지노(강북 힐튼점) ,서울 중구 소월로 50 (힐튼호텔) ,37.5830356270289,126.989344760022,명소,
락고재,서울 종로구 가회동 218 ,37.5776445198285,126.973724781257,명소,
리기태전통연공방,서울 종로구 창덕궁5길 4 (원서동)   ,37.5307279531237,126.879233453873,명소,
아름지기,서울특별시 종로구 효자로 17  (통의동) ,37.5263478340955,126.933595205135,명소,
목동 아이스링크,서울특별시 양천구 안양천로 939  (목동) ,37.5820571199944,127.00371635053,명소,
여의도 한강공원 수영장,서울특별시 영등포구 여의동로 330 한강사업본부 여의도안내센터 ,37.5509798002896,127.087095159462,명소,
학전블루소극장,서울 종로구 대학로12길 46 (삼광빌딩) ,37.5259698897016,126.916716838156,명소,
유니버설아트센터,서울 광진구 천호대로 664 (유니버설아트센터) ,37.5804907814169,126.970751419619,명소,
KBS홀,서울 영등포구 여의공원로 13 (KBS 신관) / 여의대방로 359 (KBS별관) ,37.5689505293286,126.988079109583,명소,
사단법인 전통문화원,서울 종로구 자하문로13길 4-9 (통인동) ,37.5740135659847,126.992207551829,명소,
시네코아셰프전용관,"서울 종로구 삼일대로 386 (관철동, 시네코아) ",37.5474587622726,126.950577944061,명소,
주얼리복합문화공간 스페이스42,서울 종로구 서순라길 83 (서울주얼리센터 제2관) ,37.5569308430549,126.936412404295,명소,
서울창업허브,"서울 마포구 백범로31길 21 (공덕동, 서울창업허브, 서울복지타운) ",37.4859246736527,126.938380438094,명소,
신촌 플레이버스,"서울 서대문구 연세로5길 11 (창천동, 신촌플레이버스) ",37.5641946006935,126.926645926609,명소,
봉일온천,"서울 관악구 은천로 28 (봉천동, 봉일프라자) 3층",37.5236274893374,127.056052214369,명소,
아이러브한식,서울 마포구 동교로 282 (연남동) 2층,37.5408694385607,127.00248525561,명소,
소전서림,서울 강남구 영동대로138길 23 (청담동) 지하 1층 ,37.5709578373114,126.977928770123,명소,
북파크라운지,"서울 용산구 이태원로 294 (한남동, 블루스퀘어) 3층 북파크라운지",37.5718123278145,127.00100010537,명소,
교보문고 광화문점 ,"서울 종로구 종로 1 (종로1가, 교보생명빌딩) 지하 1층",37.5090627339529,127.097867814034,명소,
두산아트센터,"서울 종로구 종로33길 15 (연지동, 두산아트센터) ",37.5100930706802,127.044624837573,명소,
서울놀이마당,"서울 송파구 삼학사로 136 (잠실동, 서울놀이마당) ",37.5721506390766,126.977791560982,명소,
민속극장 풍류,"서울 강남구 봉은사로 406 (삼성동, 서울중요무형문화재전수회관) ",37.4802401962069,127.014215239186,명소,
